sensor,strain,f,dCs
D,0,2298.50674818152,0
D,0,2363.16461948315,0
D,0,2429.64134136008,0
D,0,2497.98807877256,0
D,0,2568.25743597069,0
D,0,2640.50349698218,0
D,0,2714.78186723907,0
D,0,2791.14971637539,0
D,0,2869.66582222879,0
D,0,2950.39061607991,0
D,0,3033.38622916434,0
D,0,3118.71654049304,0
D,0,3206.44722601789,0
D,0,3296.64580918035,0
D,0,3389.38171288204,0
D,0,3484.72631291726,0
D,0,3582.75299290863,0
D,0,3683.53720078807,0
D,0,3787.15650686657,0
D,0,3893.69066353757,0
D,0,4003.22166665972,0
D,0,4115.83381866648,0
D,0,4231.61379345088,0
D,0,4350.65070307563,0
D,0,4473.03616635972,0
D,0,4598.86437939448,0
D,0,4728.2321880432,0
D,0,4861.23916248023,0
D,0,4997.98767382689,0
D,0,5138.5829729432,0
D,0,5283.13327143598,0
D,0,5431.74982494583,0
D,0,5584.54701877694,0
D,0,5741.64245593572,0
D,0,5903.15704764599,0
D,0,6069.21510641044,0
D,0,6239.94444168982,0
D,0,6415.47645827376,0
D,0,6595.94625741874,0
D,0,6781.4927408311,0
D,0,6972.25871757512,0
D,0,7168.39101398857,0
D,0,7370.04058669003,0
D,0,7577.36263876536,0
D,0,7790.5167392224,0
D,0,8009.66694580603,0
D,0,8234.98193126803,0
D,0,8466.63511318904,0
D,0,8704.80478745237,0
D,0,8949.67426547247,0
D,0,9201.43201528384,0
D,0,9460.27180659862,0
D,0,9726.39285994485,0
D,0,10000,0
D,0,10281.3038132378,0
D,0,10570.5208100098,0
D,0,10867.8735911864,0
D,0,11173.5910194851,0
D,0,11487.9083956192,0
D,0,11811.0676394006,0
D,0,12143.3174759379,0
D,0,12484.9136270718,0
D,0,12836.1190081958,0
D,0,13197.2039306137,0
D,0,13568.4463095896,0
D,0,13950.1318782496,0
D,0,14342.5544075018,0
D,0,14746.0159321419,0
D,0,15160.8269833196,0
D,0,15587.3068275442,0
D,0,16025.7837124138,0
D,0,16476.5951192565,0
D,0,16940.0880228787,0
D,0,17416.6191586207,0
D,0,17906.5552969238,0
D,0,18410.2735256216,0
D,0,18928.1615401724,0
D,0,19460.6179420556,0
D,0,20008.0525455621,0
D,0,20570.886693215,0
D,0,21149.5535800634,0
D,0,21744.4985870983,0
D,0,22356.1796240478,0
D,0,22985.0674818152,0
D,0,23631.6461948315,0
D,0,24296.4134136007,0
D,0,24979.8807877256,0
D,0,25682.5743597069,0
D,0,26405.0349698218,0
D,0,27147.8186723907,0
D,0,27911.4971637539,0
D,0,28696.6582222879,0
D,0,29503.9061607991,0
D,0,30333.8622916434,0
D,0,31187.1654049304,0
D,0,32064.4722601789,0
D,0,32966.4580918035,0
D,0,33893.8171288203,0
D,0,34847.2631291726,0
D,0,35827.5299290863,0
D,0,36835.3720078807,0
D,0,37871.5650686657,0
D,0,38936.9066353757,0
D,0,40032.2166665973,0
D,0,41158.3381866649,0
D,0,42316.1379345088,0
D,0,43506.5070307563,0
D,0,44730.3616635972,0
D,0,45988.6437939448,0
D,0,47282.3218804319,0
D,0,48612.3916248023,0
D,0,49979.8767382689,0
D,0,51385.829729432,0
D,0,52831.3327143598,0
D,0,54317.4982494583,0
D,0,55845.4701877694,0
D,0,57416.4245593571,0
D,0,59031.5704764599,0
D,0,60692.1510641044,0
D,0,62399.4444168982,0
D,0,64154.7645827376,0
D,0,65959.4625741873,0
D,0,67814.9274083109,0
D,0,69722.5871757512,0
D,0,71683.9101398857,0
D,0,73700.4058669003,0
D,0,75773.6263876537,0
D,0,77905.1673922241,0
D,0,80096.6694580602,0
D,0,82349.8193126803,0
D,0,84666.3511318904,0
D,0,87048.0478745237,0
D,0,89496.7426547248,0
D,0,92014.3201528383,0
D,0,94602.7180659861,0
D,0,97263.9285994485,0
D,0,100000,0
D,0,102813.038132378,0
D,0,105705.208100098,0
D,0,108678.735911864,0
D,0,111735.910194851,0
D,0,114879.083956192,0
D,0,118110.676394006,0
D,0,121433.174759379,0
D,0,124849.136270718,0
D,0,128361.190081958,0
D,0,131972.039306137,0
D,0,135684.463095896,0
D,0,139501.318782496,0
D,0,143425.544075018,0
D,0,147460.159321419,0
D,0,151608.269833196,0
D,0,155873.068275443,0
D,0,160257.837124138,0
D,0,164765.951192565,0
D,0,169400.880228787,0
D,0,174166.191586207,0
D,0,179065.552969238,0
D,0,184102.735256216,0
D,0,189281.615401724,0
D,0,194606.179420556,0
D,0,200080.525455621,0
D,0,205708.86693215,0
D,0,211495.535800634,0
D,0,217444.985870983,0
D,0,223561.796240478,0
D,0,229850.674818152,0
D,0,236316.461948315,0
D,0,242964.134136007,0
D,0,249798.807877256,0
D,0,256825.743597069,0
D,0,264050.349698218,0
D,0,271478.186723907,0
D,0,279114.971637539,0
D,0,286966.582222879,0
D,0,295039.061607991,0
D,0,303338.622916434,0
D,0,311871.654049304,0
D,0,320644.722601789,0
D,0,329664.580918035,0
D,0,338938.171288203,0
D,0,348472.631291726,0
D,0,358275.299290863,0
D,0,368353.720078807,0
D,0,378715.650686657,0
D,0,389369.066353757,0
D,0,400322.166665973,0
D,0,411583.381866649,0
D,0,423161.379345088,0
D,0,435065.070307563,0
D,0,447303.616635972,0
D,0,459886.437939447,0
D,0,472823.21880432,0
D,0,486123.916248023,0
D,0,499798.767382689,0
D,0,513858.29729432,0
D,0,528313.327143598,0
D,0,543174.982494583,0
D,0,558454.701877694,0
D,0,574164.245593572,0
D,0,590315.704764599,0
D,0,606921.510641044,0
D,0,623994.444168982,0
D,0,641547.645827375,0
D,0,659594.625741873,0
D,0,678149.274083109,0
D,0,697225.871757512,0
D,0,716839.101398857,0
D,0,737004.058669003,0
D,0,757736.263876537,0
D,0,779051.673922241,0
D,0,800966.694580603,0
D,0,823498.193126803,0
D,0,846663.511318904,0
D,0,870480.478745237,0
D,0,894967.426547246,0
D,0,920143.201528383,0
D,0,946027.180659861,0
D,0,972639.285994485,0
D,0,1000000,0
D,0.1,1000,3.50348095108785e-12
D,0.1,1028.13038132378,3.50346491169885e-12
D,0.1,1057.05208100098,3.50344795731744e-12
D,0.1,1086.78735911864,3.50343003575262e-12
D,0.1,1117.35910194851,3.50341109183599e-12
D,0.1,1148.79083956192,3.50339106725344e-12
D,0.1,1181.10676394006,3.50336990036533e-12
D,0.1,1214.33174759379,3.50334752601681e-12
D,0.1,1248.49136270718,3.50332387533734e-12
D,0.1,1283.61190081958,3.50329887553115e-12
D,0.1,1319.72039306138,3.50327244964914e-12
D,0.1,1356.84463095896,3.50324451635687e-12
D,0.1,1395.01318782496,3.50321498968174e-12
D,0.1,1434.25544075018,3.5031837787489e-12
D,0.1,1474.60159321419,3.50315078750372e-12
D,0.1,1516.08269833196,3.50311591441488e-12
D,0.1,1558.73068275443,3.50307905216363e-12
D,0.1,1602.57837124138,3.50304008731283e-12
D,0.1,1647.65951192565,3.502998899961e-12
D,0.1,1694.00880228787,3.50295536337012e-12
D,0.1,1741.66191586207,3.50290934358041e-12
D,0.1,1790.65552969238,3.50286069899663e-12
D,0.1,1841.02735256216,3.50280927995514e-12
D,0.1,1892.81615401724,3.50275492826334e-12
D,0.1,1946.06179420556,3.50269747671358e-12
D,0.1,2000.80525455621,3.50263674857249e-12
D,0.1,2057.0886693215,3.5025725570378e-12
D,0.1,2114.95535800634,3.50250470466512e-12
D,0.1,2174.44985870983,3.50243298276248e-12
D,0.1,2235.61796240478,3.50235717075166e-12
D,0.1,2298.50674818152,3.50227703549192e-12
D,0.1,2363.16461948315,3.50219233056563e-12
D,0.1,2429.64134136008,3.50210279552423e-12
D,0.1,2497.98807877256,3.5020081550896e-12
D,0.1,2568.25743597069,3.50190811831359e-12
D,0.1,2640.50349698218,3.5018023776861e-12
D,0.1,2714.78186723907,3.50169060819615e-12
D,0.1,2791.14971637539,3.50157246633712e-12
D,0.1,2869.66582222879,3.50144758905827e-12
D,0.1,2950.39061607991,3.50131559265527e-12
D,0.1,3033.38622916434,3.50117607159832e-12
D,0.1,3118.71654049304,3.50102859729677e-12
D,0.1,3206.44722601789,3.50087271678909e-12
D,0.1,3296.64580918035,3.50070795136525e-12
D,0.1,3389.38171288204,3.50053379510576e-12
D,0.1,3484.72631291726,3.50034971334361e-12
D,0.1,3582.75299290863,3.50015514103704e-12
D,0.1,3683.53720078807,3.49994948105053e-12
D,0.1,3787.15650686657,3.49973210234288e-12
D,0.1,3893.69066353757,3.49950233804915e-12
D,0.1,4003.22166665972,3.49925948345988e-12
D,0.1,4115.83381866648,3.49900279388465e-12
D,0.1,4231.61379345088,3.49873148239732e-12
D,0.1,4350.65070307563,3.49844471745613e-12
D,0.1,4473.03616635972,3.49814162039075e-12
D,0.1,4598.86437939448,3.49782126275045e-12
D,0.1,4728.2321880432,3.49748266350372e-12
D,0.1,4861.23916248023,3.49712478608629e-12
D,0.1,4997.98767382689,3.49674653528172e-12
D,0.1,5138.5829729432,3.4963467539335e-12
D,0.1,5283.13327143598,3.49592421947401e-12
D,0.1,5431.74982494583,3.49547764026399e-12
D,0.1,5584.54701877694,3.49500565173247e-12
D,0.1,5741.64245593572,3.49450681230156e-12
D,0.1,5903.15704764599,3.49397959909529e-12
D,0.1,6069.21510641044,3.49342240340955e-12
D,0.1,6239.94444168982,3.49283352593951e-12
D,0.1,6415.47645827376,3.49221117174851e-12
D,0.1,6595.94625741874,3.49155344496637e-12
D,0.1,6781.4927408311,3.49085834320124e-12
D,0.1,6972.25871757512,3.49012375165484e-12
D,0.1,7168.39101398857,3.48934743692473e-12
D,0.1,7370.04058669003,3.48852704047208e-12
D,0.1,7577.36263876536,3.48766007175603e-12
D,0.1,7790.5167392224,3.48674390099376e-12
D,0.1,8009.66694580603,3.4857757515518e-12
D,0.1,8234.98193126803,3.48475269193888e-12
D,0.1,8466.63511318904,3.48367162738189e-12
D,0.1,8704.80478745237,3.48252929097611e-12
D,0.1,8949.67426547247,3.48132223437578e-12
D,0.1,9201.43201528384,3.48004681801913e-12
D,0.1,9460.27180659862,3.47869920086083e-12
D,0.1,9726.39285994485,3.47727532958911e-12
D,0.1,10000,3.47577092731723e-12
D,0.1,10281.3038132378,3.47418148171307e-12
D,0.1,10570.5208100098,3.47250223256255e-12
D,0.1,10867.8735911864,3.47072815873094e-12
D,0.1,11173.5910194851,3.46885396451024e-12
D,0.1,11487.9083956192,3.46687406532988e-12
D,0.1,11811.0676394006,3.46478257280757e-12
D,0.1,12143.3174759379,3.4625732791241e-12
D,0.1,12484.9136270718,3.46023964070158e-12
D,0.1,12836.1190081958,3.4577747611679e-12
D,0.1,13197.2039306137,3.45517137358831e-12
D,0.1,13568.4463095896,3.45242182195546e-12
D,0.1,13950.1318782496,3.44951804192045e-12
D,0.1,14342.5544075018,3.44645154075363e-12
D,0.1,14746.0159321419,3.44321337653525e-12
D,0.1,15160.8269833196,3.43979413656428e-12
D,0.1,15587.3068275442,3.43618391499268e-12
D,0.1,16025.7837124138,3.43237228968321e-12
D,0.1,16476.5951192565,3.42834829831479e-12
D,0.1,16940.0880228787,3.42410041373521e-12
D,0.1,17416.6191586207,3.41961651860105e-12
D,0.1,17906.5552969238,3.41488387933161e-12
D,0.1,18410.2735256216,3.40988911941766e-12
D,0.1,18928.1615401724,3.40461819214447e-12
D,0.1,19460.6179420556,3.39905635278734e-12
D,0.1,20008.0525455621,3.39318813036483e-12
D,0.1,20570.886693215,3.38699729903672e-12
D,0.1,21149.5535800634,3.38046684926653e-12
D,0.1,21744.4985870983,3.37357895886973e-12
D,0.1,22356.1796240478,3.36631496410303e-12
D,0.1,22985.0674818152,3.3586553309672e-12
D,0.1,23631.6461948315,3.35057962692225e-12
D,0.1,24296.4134136007,3.34206649324108e-12
D,0.1,24979.8807877256,3.33309361826159e-12
D,0.1,25682.5743597069,3.32363771182722e-12
D,0.1,26405.0349698218,3.31367448124055e-12
D,0.1,27147.8186723907,3.30317860910147e-12
D,0.1,27911.4971637539,3.29212373343831e-12
D,0.1,28696.6582222879,3.2804824305846e-12
D,0.1,29503.9061607991,3.26822620130891e-12
D,0.1,30333.8622916434,3.25532546075765e-12
D,0.1,31187.1654049304,3.24174953281611e-12
D,0.1,32064.4722601789,3.22746664956495e-12
D,0.1,32966.4580918035,3.21244395656694e-12
D,0.1,33893.8171288203,3.19664752477339e-12
D,0.1,34847.2631291726,3.18004236991713e-12
D,0.1,35827.5299290863,3.16259248032539e-12
D,0.1,36835.3720078807,3.14426085414076e-12
D,0.1,37871.5650686657,3.12500954702237e-12
D,0.1,38936.9066353757,3.10479973145716e-12
D,0.1,40032.2166665973,3.08359176886724e-12
D,0.1,41158.3381866649,3.0613452957765e-12
D,0.1,42316.1379345088,3.03801932532584e-12
D,0.1,43506.5070307563,3.01357236549212e-12
D,0.1,44730.3616635972,2.98796255538189e-12
D,0.1,45988.6437939448,2.96114782099261e-12
D,0.1,47282.3218804319,2.93308605183067e-12
D,0.1,48612.3916248023,2.9037352997563e-12
D,0.1,49979.8767382689,2.87305400137067e-12
D,0.1,51385.829729432,2.84100122518458e-12
D,0.1,52831.3327143598,2.80753694469401e-12
D,0.1,54317.4982494583,2.77262233833621e-12
D,0.1,55845.4701877694,2.73622011709444e-12
D,0.1,57416.4245593571,2.69829488028112e-12
D,0.1,59031.5704764599,2.65881349971798e-12
D,0.1,60692.1510641044,2.61774553217349e-12
D,0.1,62399.4444168982,2.57506365949079e-12
D,0.1,64154.7645827376,2.53074415534171e-12
D,0.1,65959.4625741873,2.48476737698952e-12
D,0.1,67814.9274083109,2.43711827979904e-12
D,0.1,69722.5871757512,2.3877869515382e-12
D,0.1,71683.9101398857,2.33676916274433e-12
D,0.1,73700.4058669003,2.28406692860412e-12
D,0.1,75773.6263876537,2.22968907690724e-12
D,0.1,77905.1673922241,2.17365181573228e-12
D,0.1,80096.6694580602,2.11597929356366e-12
D,0.1,82349.8193126803,2.05670414360941e-12
D,0.1,84666.3511318904,1.99586800315987e-12
D,0.1,87048.0478745237,1.93352199795885e-12
D,0.1,89496.7426547248,1.86972718076894e-12
D,0.1,92014.3201528383,1.80455491264464e-12
D,0.1,94602.7180659861,1.73808717491261e-12
D,0.1,97263.9285994485,1.67041679955238e-12
D,0.1,100000,1.60164760559992e-12
D,0.1,102813.038132378,1.53189442940467e-12
D,0.1,105705.208100098,1.46128303711638e-12
D,0.1,108678.735911864,1.38994990865785e-12
D,0.1,111735.910194851,1.31804188371893e-12
D,0.1,114879.083956192,1.24571566196998e-12
D,0.1,118110.676394006,1.17313715177022e-12
D,0.1,121433.174759379,1.10048066410513e-12
D,0.1,124849.136270718,1.02792795132023e-12
D,0.1,128361.190081958,9.55667093369771e-13
D,0.1,131972.039306137,8.83891237713541e-13
D,0.1,135684.463095896,8.12797202585683e-13
D,0.1,139501.318782496,7.42583957037901e-13
D,0.1,143425.544075018,6.73450994807107e-13
D,0.1,147460.159321419,6.05596622553089e-13
D,0.1,151608.269833196,5.39216186231746e-13
D,0.1,155873.068275443,4.74500262168755e-13
D,0.1,160257.837124138,4.11632841669935e-13
D,0.1,164765.951192565,3.50789539620773e-13
D,0.1,169400.880228787,2.92135858394174e-13
D,0.1,174166.191586207,2.35825538425126e-13
D,0.1,179065.552969238,1.81999026005308e-13
D,0.1,184102.735256216,1.307820871357e-13
D,0.1,189281.615401724,8.22845937466391e-14
D,0.1,194606.179420556,3.6599505236608e-14
D,0.1,200080.525455621,-6.19793574303095e-15
D,0.1,205708.86693215,-4.60507789459502e-14
D,0.1,211495.535800634,-8.29207043486539e-14
D,0.1,217444.985870983,-1.16788118130984e-13
D,0.1,223561.796240478,-1.47652008174363e-13
D,0.1,229850.674818152,-1.75529565682652e-13
D,0.1,236316.461948315,-2.00455584494526e-13
D,0.1,242964.134136007,-2.22481654177601e-13
D,0.1,249798.807877256,-2.41675166932759e-13
D,0.1,256825.743597069,-2.58118161594095e-13
D,0.1,264050.349698218,-2.71906030489843e-13
D,0.1,271478.186723907,-2.83146116605161e-13
D,0.1,279114.971637539,-2.91956229342492e-13
D,0.1,286966.582222879,-2.98463107229555e-13
D,0.1,295039.061607991,-3.02800855239124e-13
D,0.1,303338.622916434,-3.05109383027079e-13
D,0.1,311871.654049304,-3.05532868466906e-13
D,0.1,320644.722601789,-3.04218268465481e-13
D,0.1,329664.580918035,-3.01313896306174e-13
D,0.1,338938.171288203,-2.96968081796371e-13
D,0.1,348472.631291726,-2.91327927408281e-13
D,0.1,358275.299290863,-2.84538170509732e-13
D,0.1,368353.720078807,-2.76740158765405e-13
D,0.1,378715.650686657,-2.68070942942885e-13
D,0.1,389369.066353757,-2.58662488735837e-13
D,0.1,400322.166665973,-2.48641006871502e-13
D,0.1,411583.381866649,-2.38126398734486e-13
D,0.1,423161.379345088,-2.27231813030143e-13
D,0.1,435065.070307563,-2.16063307630391e-13
D,0.1,447303.616635972,-2.04719609692651e-13
D,0.1,459886.437939447,-1.93291966393385e-13
D,0.1,472823.21880432,-1.81864078150392e-13
D,0.1,486123.916248023,-1.70512105998177e-13
D,0.1,499798.767382689,-1.59304744782245e-13
D,0.1,513858.29729432,-1.48303354029622e-13
D,0.1,528313.327143598,-1.37562138688811e-13
D,0.1,543174.982494583,-1.27128372378876e-13
D,0.1,558454.701877694,-1.17042656320777e-13
D,0.1,574164.245593572,-1.07339207697021e-13
D,0.1,590315.704764599,-9.80461717876431e-14
D,0.1,606921.510641044,-8.91859528296298e-14
D,0.1,623994.444168982,-8.07755591212995e-14
D,0.1,641547.645827375,-7.28269584345649e-14
D,0.1,659594.625741873,-6.53474402892167e-14
D,0.1,678149.274083109,-5.83399820757804e-14
D,0.1,697225.871757512,-5.18036163868065e-14
D,0.1,716839.101398857,-4.57337972272666e-14
D,0.1,737004.058669003,-4.01227630211755e-14
D,0.1,757736.263876537,-3.49598945286228e-14
D,0.1,779051.673922241,-3.02320659283922e-14
D,0.1,800966.694580603,-2.59239874256251e-14
D,0.1,823498.193126803,-2.20185378171102e-14
D,0.1,846663.511318904,-1.84970854987406e-14
D,0.1,870480.478745237,-1.5339796441503e-14
D,0.1,894967.426547246,-1.25259277066693e-14
D,0.1,920143.201528383,-1.00341051240725e-14
D,0.1,946027.180659861,-7.84258382954676e-15
D,0.1,972639.285994485,-5.92949045436266e-15
D,0.1,1000000,-4.27304588513479e-15
D,0.2,1000,7.00695132219007e-12
D,0.2,1028.13038132378,7.00691863986531e-12
D,0.2,1057.05208100098,7.00688409313086e-12
D,0.2,1086.78735911864,7.0068475756398e-12
D,0.2,1117.35910194851,7.00680897498122e-12
D,0.2,1148.79083956192,7.00676817233321e-12
D,0.2,1181.10676394006,7.00672504209755e-12
D,0.2,1214.33174759379,7.00667945151458e-12
D,0.2,1248.49136270718,7.00663126025401e-12
D,0.2,1283.61190081958,7.00658031998435e-12
D,0.2,1319.72039306138,7.00652647391621e-12
D,0.2,1356.84463095896,7.00646955632007e-12
D,0.2,1395.01318782496,7.00640939201842e-12
D,0.2,1434.25544075018,7.00634579584506e-12
D,0.2,1474.60159321419,7.00627857207909e-12
D,0.2,1516.08269833196,7.00620751384041e-12
D,0.2,1558.73068275443,7.00613240245638e-12
D,0.2,1602.57837124138,7.00605300678958e-12
D,0.2,1647.65951192565,7.0059690825275e-12
D,0.2,1694.00880228787,7.00588037143228e-12
D,0.2,1741.66191586207,7.00578660054832e-12
D,0.2,1790.65552969238,7.00568748136432e-12
D,0.2,1841.02735256216,7.00558270892734e-12
D,0.2,1892.81615401724,7.00547196090805e-12
D,0.2,1946.06179420556,7.00535489660914e-12
D,0.2,2000.80525455621,7.00523115592438e-12
D,0.2,2057.0886693215,7.0051003582299e-12
D,0.2,2114.95535800634,7.00496210122001e-12
D,0.2,2174.44985870983,7.00481595967362e-12
D,0.2,2235.61796240478,7.00466148415046e-12
D,0.2,2298.50674818152,7.00449819961339e-12
D,0.2,2363.16461948315,7.00432560397571e-12
D,0.2,2429.64134136008,7.00414316656196e-12
D,0.2,2497.98807877256,7.00395032648363e-12
D,0.2,2568.25743597069,7.00374649092498e-12
D,0.2,2640.50349698218,7.00353103332652e-12
D,0.2,2714.78186723907,7.00330329147201e-12
D,0.2,2791.14971637539,7.00306256546289e-12
D,0.2,2869.66582222879,7.00280811558127e-12
D,0.2,2950.39061607991,7.00253916003047e-12
D,0.2,3033.38622916434,7.00225487254785e-12
D,0.2,3118.71654049304,7.00195437988694e-12
D,0.2,3206.44722601789,7.00163675915164e-12
D,0.2,3296.64580918035,7.00130103498656e-12
D,0.2,3389.38171288204,7.0009461766045e-12
D,0.2,3484.72631291726,7.00057109465151e-12
D,0.2,3582.75299290863,7.00017463789159e-12
D,0.2,3683.53720078807,6.99975558970851e-12
D,0.2,3787.15650686657,6.99931266441209e-12
D,0.2,3893.69066353757,6.99884450333419e-12
D,0.2,4003.22166665972,6.99834967071069e-12
D,0.2,4115.83381866648,6.99782664933301e-12
D,0.2,4231.61379345088,6.99727383595296e-12
D,0.2,4350.65070307563,6.99668953643901e-12
D,0.2,4473.03616635972,6.99607196065752e-12
D,0.2,4598.86437939448,6.99541921707096e-12
D,0.2,4728.2321880432,6.99472930704063e-12
D,0.2,4861.23916248023,6.99400011880932e-12
D,0.2,4997.98767382689,6.99322942115442e-12
D,0.2,5138.5829729432,6.99241485669142e-12
D,0.2,5283.13327143598,6.9915539348085e-12
D,0.2,5431.74982494583,6.9906440242129e-12
D,0.2,5584.54701877694,6.98968234507251e-12
D,0.2,5741.64245593572,6.98866596072276e-12
D,0.2,5903.15704764599,6.98759176892803e-12
D,0.2,6069.21510641044,6.98645649266414e-12
D,0.2,6239.94444168982,6.98525667040486e-12
D,0.2,6415.47645827376,6.98398864588011e-12
D,0.2,6595.94625741874,6.98264855728992e-12
D,0.2,6781.4927408311,6.98123232593253e-12
D,0.2,6972.25871757512,6.97973564423139e-12
D,0.2,7168.39101398857,6.97815396312301e-12
D,0.2,7370.04058669003,6.9764824787759e-12
D,0.2,7577.36263876536,6.97471611861412e-12
D,0.2,7790.5167392224,6.97284952660289e-12
D,0.2,8009.66694580603,6.97087704776755e-12
D,0.2,8234.98193126803,6.96879271191553e-12
D,0.2,8466.63511318904,6.96659021650841e-12
D,0.2,8704.80478745237,6.96426290866849e-12
D,0.2,8949.67426547247,6.96180376625983e-12
D,0.2,9201.43201528384,6.95920537802068e-12
D,0.2,9460.27180659862,6.95645992269976e-12
D,0.2,9726.39285994485,6.95355914715089e-12
D,0.2,10000,6.95049434335988e-12
D,0.2,10281.3038132378,6.94725632434055e-12
D,0.2,10570.5208100098,6.94383539888035e-12
D,0.2,10867.8735911864,6.94022134507232e-12
D,0.2,11173.5910194851,6.93640338260753e-12
D,0.2,11487.9083956192,6.93237014378271e-12
D,0.2,11811.0676394006,6.92810964317491e-12
D,0.2,12143.3174759379,6.92360924595783e-12
D,0.2,12484.9136270718,6.91885563481297e-12
D,0.2,12836.1190081958,6.9138347754048e-12
D,0.2,13197.2039306137,6.90853188039112e-12
D,0.2,13568.4463095896,6.90293137193485e-12
D,0.2,13950.1318782496,6.89701684270072e-12
D,0.2,14342.5544075018,6.89077101531615e-12
D,0.2,14746.0159321419,6.88417570028358e-12
D,0.2,15160.8269833196,6.87721175234704e-12
D,0.2,15587.3068275442,6.86985902530738e-12
D,0.2,16025.7837124138,6.86209632531218e-12
D,0.2,16476.5951192565,6.85390136264413e-12
D,0.2,16940.0880228787,6.84525070204273e-12
D,0.2,17416.6191586207,6.8361197116243e-12
D,0.2,17906.5552969238,6.82648251046576e-12
D,0.2,18410.2735256216,6.8163119149518e-12
D,0.2,18928.1615401724,6.80557938399876e-12
D,0.2,19460.6179420556,6.7942549632901e-12
D,0.2,20008.0525455621,6.78230722870553e-12
D,0.2,20570.886693215,6.76970322912832e-12
D,0.2,21149.5535800634,6.75640842888144e-12
D,0.2,21744.4985870983,6.74238665005512e-12
D,0.2,22356.1796240478,6.72760001505205e-12
D,0.2,22985.0674818152,6.71200888971081e-12
D,0.2,23631.6461948315,6.69557182742876e-12
D,0.2,24296.4134136007,6.67824551475916e-12
D,0.2,24979.8807877256,6.65998471902111e-12
D,0.2,25682.5743597069,6.64074223853492e-12
D,0.2,26405.0349698218,6.62046885615909e-12
D,0.2,27147.8186723907,6.59911329689844e-12
D,0.2,27911.4971637539,6.57662219043602e-12
D,0.2,28696.6582222879,6.55294003952896e-12
D,0.2,29503.9061607991,6.52800919532062e-12
D,0.2,30333.8622916434,6.50176984072038e-12
D,0.2,31187.1654049304,6.4741599831158e-12
D,0.2,32064.4722601789,6.4451154578022e-12
D,0.2,32966.4580918035,6.41456994364643e-12
D,0.2,33893.8171288203,6.38245499260776e-12
D,0.2,34847.2631291726,6.34870007490289e-12
D,0.2,35827.5299290863,6.31323264170656e-12
D,0.2,36835.3720078807,6.27597820743141e-12
D,0.2,37871.5650686657,6.23686045375581e-12
D,0.2,38936.9066353757,6.19580135770287e-12
D,0.2,40032.2166665973,6.15272134618417e-12
D,0.2,41158.3381866649,6.10753947954462e-12
D,0.2,42316.1379345088,6.06017366673068e-12
D,0.2,43506.5070307563,6.0105409147826e-12
D,0.2,44730.3616635972,5.95855761539943e-12
D,0.2,45988.6437939448,5.90413987134838e-12
D,0.2,47282.3218804319,5.84720386545881e-12
D,0.2,48612.3916248023,5.78766627488662e-12
D,0.2,49979.8767382689,5.72544473320397e-12
D,0.2,51385.829729432,5.66045834268728e-12
D,0.2,52831.3327143598,5.59262823891754e-12
D,0.2,54317.4982494583,5.52187820946659e-12
D,0.2,55845.4701877694,5.44813536800421e-12
D,0.2,57416.4245593571,5.37133088462684e-12
D,0.2,59031.5704764599,5.29140077255823e-12
D,0.2,60692.1510641044,5.2082867305934e-12
D,0.2,62399.4444168982,5.1219370397662e-12
D,0.2,64154.7645827376,5.03230751167147e-12
D,0.2,65959.4625741873,4.93936248470785e-12
D,0.2,67814.9274083109,4.84307586318867e-12
D,0.2,69722.5871757512,4.74343219281884e-12
D,0.2,71683.9101398857,4.64042776446535e-12
D,0.2,73700.4058669003,4.53407173645711e-12
D,0.2,75773.6263876537,4.42438726387506e-12
D,0.2,77905.1673922241,4.31141262144856e-12
D,0.2,80096.6694580602,4.1952023048036e-12
D,0.2,82349.8193126803,4.0758280929507e-12
D,0.2,84666.3511318904,3.95338005311191e-12
D,0.2,87048.0478745237,3.82796746731998e-12
D,0.2,89496.7426547248,3.69971965875594e-12
D,0.2,92014.3201528383,3.56878669459217e-12
D,0.2,94602.7180659861,3.43533994125561e-12
D,0.2,97263.9285994485,3.29957244760285e-12
D,0.2,100000,3.16169913160673e-12
D,0.2,102813.038132378,3.02195674681963e-12
D,0.2,105705.208100098,2.88060360625803e-12
D,0.2,108678.735911864,2.73791904341168e-12
D,0.2,111735.910194851,2.59420259294656e-12
D,0.2,114879.083956192,2.44977287730525e-12
D,0.2,118110.676394006,2.30496618985263e-12
D,0.2,121433.174759379,2.16013477039235e-12
D,0.2,124849.136270718,2.01564477478185e-12
D,0.2,128361.190081958,1.87187394682609e-12
D,0.2,131972.039306137,1.72920900756661e-12
D,0.2,135684.463095896,1.58804278427234e-12
D,0.2,139501.318782496,1.44877110871728e-12
D,0.2,143425.544075018,1.31178952143937e-12
D,0.2,147460.159321419,1.17748982538367e-12
D,0.2,151608.269833196,1.04625653837401e-12
D,0.2,155873.068275443,9.18463298975495e-13
D,0.2,160257.837124138,7.94469284270847e-13
D,0.2,164765.951192565,6.74615700659503e-13
D,0.2,169400.880228787,5.59222409829374e-13
D,0.2,174166.191586207,4.48584751416987e-13
D,0.2,179065.552969238,3.42970621533009e-13
D,0.2,184102.735256216,2.42617862246165e-13
D,0.2,189281.615401724,1.477320114198e-13
D,0.2,194606.179420556,5.84844550849184e-14
D,0.2,200080.525455621,-2.49889839374398e-14
D,0.2,205708.86693215,-1.02588996945914e-13
